OBJECTID,ADDRESS,ADDR_NUM,STREETNAME,REL_LOC,SITE_NAME,BUILDING,TOWN,TOWN_ID,ZIPCODE,STATUS
323084246,331 PROSPECT HILL ROAD,331,PROSPECT HILL ROAD,,,,WALTHAM,308,02451,ACTIVE
323084253,370 PROSPECT HILL ROAD,370,PROSPECT HILL ROAD,,,,WALTHAM,308,02451,LINKED
323084254,17 PROSPECT STREET,17,PROSPECT STREET,,,,WALTHAM,308,02453,ACTIVE
323084259,28 PROSPECT STREET,28,PROSPECT STREET,,,,WALTHAM,308,02453,LINKED
323085192,21 ROBERTS ROAD,21,ROBERTS ROAD,,,,WALTHAM,308,02453,ACTIVE
323085197,10 ROCK LANE,10,ROCK LANE,,,,WALTHAM,308,02451,LINKED
323085198,12 ROCK LANE,12,ROCK LANE,,,,WALTHAM,308,02451,ACTIVE
323085203,18 ROCKRIDGE ROAD,18,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085205,24 ROCKRIDGE ROAD,24,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085207,28 ROCKRIDGE ROAD,28,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085213,44 ROCKRIDGE ROAD,44,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085222,73 ROCKRIDGE ROAD,73,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085227,83 ROCKRIDGE ROAD,83,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085228,86 ROCKRIDGE ROAD,86,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085231,93 ROCKRIDGE ROAD,93,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085232,99 ROCKRIDGE ROAD,99,ROCKRIDGE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085242,6 ROSE HILL WAY,6,ROSE HILL WAY,,,,WALTHAM,308,02453,ACTIVE
323086177,130 SOUTH STREET,130,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086184,139-141 SOUTH STREET,139-141,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086185,141 SOUTH STREET,141,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086187,145 SOUTH STREET,145,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323070863,74 BACON STREET,74,BACON STREET,,,,WALTHAM,308,02451,ACTIVE
323071781,47 BISHOPS FOREST DRIVE,47,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071786,52 BISHOPS FOREST DRIVE,52,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071795,61 BISHOPS FOREST DRIVE,61,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323072650,162 BROWN STREET,162,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072651,162-164 BROWN STREET,162-164,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072657,175 BROWN STREET,175,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072664,187 1/2 BROWN STREET,187 1/2,BROWN STREET,,,,WALTHAM,308,02453,INACTIVE
323072680,202-204 BROWN STREET,202-204,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072683,204 BROWN STREET,204,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072685,206 BROWN STREET,206,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072692,210 BROWN STREET,210,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072695,213 BROWN STREET,213,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323073628,12 CHARLES STREET AVENUE,12,CHARLES STREET AVENUE,,,,WALTHAM,308,02453,LINKED
323073631,14 CHARLES STREET AVENUE,14,CHARLES STREET AVENUE,,,,WALTHAM,308,02453,LINKED
323073633,15 CHARLES STREET AVENUE,15,CHARLES STREET AVENUE,,,,WALTHAM,308,02453,ACTIVE
323073640,6 CHARLESBANK WAY,6,CHARLESBANK WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,MODIFIED
323073650,24 CHARLESBANK WAY,24,CHARLESBANK WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,ACTIVE
323073657,39 CHARLESBANK WAY,39,CHARLESBANK WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323070865,75 BACON STREET,75,BACON STREET,,,,WALTHAM,308,02451,ACTIVE
323070866,76 BACON STREET,76,BACON STREET,,,,WALTHAM,308,02451,LINKED
323070869,81 BACON STREET,81,BACON STREET,,,,WALTHAM,308,02451,LINKED
323070889,101-103 BACON STREET,101-103,BACON STREET,,,,WALTHAM,308,02451,ACTIVE
323070893,104 BACON STREET,104,BACON STREET,,,,WALTHAM,308,02451,LINKED
323070896,107 BACON STREET,107,BACON STREET,,,,WALTHAM,308,02451,ACTIVE
323070899,118 BACON STREET,118,BACON STREET,,,,WALTHAM,308,02451,LINKED
323070901,122 BACON STREET,122,BACON STREET,,,,WALTHAM,308,02451,ACTIVE
323070908,145 BACON STREET,145,BACON STREET,,,,WALTHAM,308,02451,ACTIVE
323070909,146 BACON STREET,146,BACON STREET,,,,WALTHAM,308,02451,LINKED
323070920,224 BACON STREET,224,BACON STREET,,,,WALTHAM,308,02451,LINKED
323070922,231 BACON STREET,231,BACON STREET,,,,WALTHAM,308,02451,ACTIVE
323071831,97 BISHOPS FOREST DRIVE,97,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071839,105 BISHOPS FOREST DRIVE,105,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071844,110 BISHOPS FOREST DRIVE,110,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071850,116 BISHOPS FOREST DRIVE,116,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071852,118 BISHOPS FOREST DRIVE,118,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323072719,247 BROWN STREET,247,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072720,248-250 BROWN STREET,248-250,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072732,256 BROWN STREET,256,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072738,260 BROWN STREET,260,BROWN STREET,,,,WALTHAM,308,02453,ACTIVE
323072753,10 BROWNS AVENUE,10,BROWNS AVENUE,,,,WALTHAM,308,02453,ACTIVE
323072756,14 BROWNS AVENUE,14,BROWNS AVENUE,,,,WALTHAM,308,02453,ACTIVE
323072758,15-17 BROWNS AVENUE,15-17,BROWNS AVENUE,,,,WALTHAM,308,02453,ACTIVE
323072760,16 BROWNS AVENUE,16,BROWNS AVENUE,,,,WALTHAM,308,02453,ACTIVE
323072767,22 BROWNS AVENUE,22,BROWNS AVENUE,,,,WALTHAM,308,02453,LINKED
323073667,50 CHARLESBANK WAY,50,CHARLESBANK WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323073669,54-64 CHARLESBANK WAY,54-64,CHARLESBANK WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323073692,89 CHARLESBANK WAY,89,CHARLESBANK WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323073697,93 CHARLESBANK WAY,93,CHARLESBANK WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323073699,95 CHARLESBANK WAY,95,CHARLESBANK WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323070933,270 BACON STREET,270,BACON STREET,,,,WALTHAM,308,02451,ACTIVE
323070940,296 BACON STREET,296,BACON STREET,,,,WALTHAM,308,02451,LINKED
323070947,325 BACON STREET,325,BACON STREET,,,,WALTHAM,308,02451,LINKED
323070961,19 BALDWIN ROAD,19,BALDWIN ROAD,,,,WALTHAM,308,02452,ACTIVE
323070970,6 BALM AVENUE,6,BALM AVENUE,,,,WALTHAM,308,,ACTIVE
323070989,11 BANCROFT STREET,11,BANCROFT STREET,,,,WALTHAM,308,02451,ACTIVE
323071874,140 BISHOPS FOREST DRIVE,140,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071875,141 BISHOPS FOREST DRIVE,141,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071877,143 BISHOPS FOREST DRIVE,143,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071883,149 BISHOPS FOREST DRIVE,149,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071887,153 BISHOPS FOREST DRIVE,153,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071892,158 BISHOPS FOREST DRIVE,158,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071893,159 BISHOPS FOREST DRIVE,159,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071895,161 BISHOPS FOREST DRIVE,161,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071903,169 BISHOPS FOREST DRIVE,169,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323086194,156 SOUTH STREET,156,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086201,165 SOUTH STREET,165,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086202,165-167 SOUTH STREET,165-167,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086203,167 SOUTH STREET,167,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086215,187-189 SOUTH STREET,187-189,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086217,189 SOUTH STREET,189,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086218,191-193 SOUTH STREET,191-193,SOUTH STREET,,,,WALTHAM,308,02453,INACTIVE
323086222,195-197 SOUTH STREET,195-197,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086239,229 SOUTH STREET,229,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086945,4204 STEARNS HILL ROAD,4204,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086946,4205 STEARNS HILL ROAD,4205,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086961,4305 STEARNS HILL ROAD,4305,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086965,4403 STEARNS HILL ROAD,4403,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086968,4406 STEARNS HILL ROAD,4406,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086970,4408 STEARNS HILL ROAD,4408,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086972,4410 STEARNS HILL ROAD,4410,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086974,4412 STEARNS HILL ROAD,4412,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086976,4414 STEARNS HILL ROAD,4414,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087853,480 TOTTEN POND ROAD,480,TOTTEN POND ROAD,,,,WALTHAM,308,02451,ACTIVE
323087860,60 TOWER ROAD,60,TOWER ROAD,,,,WALTHAM,308,02452,LINKED
323087878,53 TRAPELO ROAD,53,TRAPELO ROAD,,,,WALTHAM,308,02452,ACTIVE
323087880,56 TRAPELO ROAD,56,TRAPELO ROAD,,,,WALTHAM,308,02452,ACTIVE
323087883,69 TRAPELO ROAD,69,TRAPELO ROAD,,,,WALTHAM,308,02452,ACTIVE
323087885,70 TRAPELO ROAD,70,TRAPELO ROAD,,,,WALTHAM,308,02452,ACTIVE
323087890,81-109 TRAPELO ROAD,81-109,TRAPELO ROAD,,,,WALTHAM,308,02452,LINKED
323087892,84 TRAPELO ROAD,84,TRAPELO ROAD,,,,WALTHAM,308,02452,LINKED
323088823,26 WARREN AVENUE,26,WARREN AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088825,27 WARREN AVENUE,27,WARREN AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088834,47-49 WARREN AVENUE,47-49,WARREN AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088844,34 WARREN STREET,34,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088846,38 WARREN STREET,38,WARREN STREET,,,,WALTHAM,308,02453,UNASSIGNED
323088849,44 WARREN STREET,44,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088854,61 WARREN STREET,61,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088861,84 WARREN STREET,84,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088869,108 WARREN STREET,108,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088871,111 WARREN STREET,111,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088872,116 WARREN STREET,116,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088880,151 WARREN STREET,151,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323089802,121 WINTER STREET,121,WINTER STREET,,,,WALTHAM,308,02451,ACTIVE
323089806,129 WINTER STREET,129,WINTER STREET,,,,WALTHAM,308,02451,ACTIVE
323089845,870 WINTER STREET,870,WINTER STREET,,,,WALTHAM,308,02451,ACTIVE
323089850,906 WINTER STREET,906,WINTER STREET,,,,WALTHAM,308,02451,ACTIVE
323075186,61 DALE STREET,61,DALE STREET,,,,WALTHAM,308,02451,LINKED
323075191,74 DALE STREET,74,DALE STREET,,,,WALTHAM,308,02451,ACTIVE
323075196,82 DALE STREET,82,DALE STREET,,,,WALTHAM,308,02451,LINKED
323075204,116 DALE STREET,116,DALE STREET,,,,WALTHAM,308,02451,ACTIVE
323075212,138 DALE STREET,138,DALE STREET,,,,WALTHAM,308,02451,ACTIVE
323075228,181 DALE STREET,181,DALE STREET,,,,WALTHAM,308,02451,ACTIVE
323075242,217 DALE STREET,217,DALE STREET,,,,WALTHAM,308,02451,ACTIVE
323076224,51R FELTON STREET,51R,FELTON STREET,,,,WALTHAM,308,02453,ACTIVE
323076227,56 FELTON STREET,56,FELTON STREET,,,,WALTHAM,308,02453,ACTIVE
323076228,57-59 FELTON STREET,57-59,FELTON STREET,,,,WALTHAM,308,02453,ACTIVE
323076242,91 FELTON STREET,91,FELTON STREET,,,,WALTHAM,308,02453,ACTIVE
323076246,99 FELTON STREET,99,FELTON STREET,,,,WALTHAM,308,02453,LINKED
323076254,111 FELTON STREET,111,FELTON STREET,,,,WALTHAM,308,02453,ACTIVE
323076257,116 FELTON STREET,116,FELTON STREET,,,,WALTHAM,308,02453,ACTIVE
323076258,116-118 FELTON STREET,116-118,FELTON STREET,,,,WALTHAM,308,02453,ACTIVE
323076272,134 FELTON STREET,134,FELTON STREET,,,,WALTHAM,308,02453,ACTIVE
323077224,28 GORDON STREET,28,GORDON STREET,,,,WALTHAM,308,02453,ACTIVE
323077228,30 GORDON STREET,30,GORDON STREET,,,,WALTHAM,308,02453,ACTIVE
323077230,35 GORDON STREET,35,GORDON STREET,,,,WALTHAM,308,02453,ACTIVE
323077235,39 GORDON STREET,39,GORDON STREET,,,,WALTHAM,308,02453,ACTIVE
323077239,35 GORE STREET,35,GORE STREET,,,,WALTHAM,308,02453,ACTIVE
323077258,16-18 GORHAM STREET,16-18,GORHAM STREET,,,,WALTHAM,308,02453,REVIEW
323077262,20-22 GORHAM STREET,20-22,GORHAM STREET,,,,WALTHAM,308,02453,ACTIVE
323077266,26 GORHAM STREET,26,GORHAM STREET,,,,WALTHAM,308,02453,ACTIVE
323077275,45 GORHAM STREET,45,GORHAM STREET,,,,WALTHAM,308,02453,LINKED
323077278,17 GORMAN'S COURT,17,GORMAN'S COURT,,,,WALTHAM,308,02451,ACTIVE
323072805,66-68 BRUCE ROAD,66-68,BRUCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323072806,66 BRUCE ROAD,66,BRUCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323072819,14 BRYANT ROAD,14,BRYANT ROAD,,,,WALTHAM,308,02451,ACTIVE
323072828,15 BYRON ROAD,15,BYRON ROAD,,,,WALTHAM,308,02453,ACTIVE
323072836,26 CABOT STREET,26,CABOT STREET,,,,WALTHAM,308,02453,ACTIVE
323073718,16 CHARLOTTE ROAD,16,CHARLOTTE ROAD,,,,WALTHAM,308,02453,ACTIVE
323073724,25-27 CHARLOTTE ROAD,25-27,CHARLOTTE ROAD,,,,WALTHAM,308,02453,ACTIVE
323073733,42 CHARLOTTE ROAD,42,CHARLOTTE ROAD,,,,WALTHAM,308,02453,ACTIVE
323073735,46 CHARLOTTE ROAD,46,CHARLOTTE ROAD,,,,WALTHAM,308,02453,ACTIVE
323073739,54 CHARLOTTE ROAD,54,CHARLOTTE ROAD,,,,WALTHAM,308,02453,ACTIVE
323073740,59 CHARLOTTE ROAD,59,CHARLOTTE ROAD,,,,WALTHAM,308,02453,ACTIVE
323073747,11 CHASE ROAD,11,CHASE ROAD,,,,WALTHAM,308,02452,ACTIVE
323073760,8 CHATHAM LANE,8,CHATHAM LANE,,,,WALTHAM,308,02452,ACTIVE
323073763,22 CHATHAM LANE,22,CHATHAM LANE,,,,WALTHAM,308,02452,ACTIVE
323073767,21 CHERRY STREET,21,CHERRY STREET,,,,WALTHAM,308,02453,LINKED
323069991,15 ABBOTT ROAD,15,ABBOTT ROAD,,,,WALTHAM,308,02452,ACTIVE
323070007,35 ABERDEEN AVENUE,35,ABERDEEN AVENUE,,,,WALTHAM,308,02453,ACTIVE
323070026,23-25 ADAMS STREET,23-25,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070994,29 BANCROFT STREET,29,BANCROFT STREET,,,,WALTHAM,308,02451,ACTIVE
323071001,5 BANFORD WAY,5,BANFORD WAY,,,,WALTHAM,308,02453,ACTIVE
323071003,14 BANFORD WAY,14,BANFORD WAY,,,,WALTHAM,308,02453,ACTIVE
323071007,21 BANFORD WAY,21,BANFORD WAY,,,,WALTHAM,308,02453,ACTIVE
323071014,39 BANFORD WAY,39,BANFORD WAY,,,,WALTHAM,308,02453,ACTIVE
323071015,42 BANFORD WAY,42,BANFORD WAY,,,,WALTHAM,308,02453,ACTIVE
323071019,7 BANKS STREET,7,BANKS STREET,,,,WALTHAM,308,02451,ACTIVE
323071022,10 BANKS STREET,10,BANKS STREET,,,,WALTHAM,308,02451,ACTIVE
323071023,11 BANKS STREET,11,BANKS STREET,,,,WALTHAM,308,02451,ACTIVE
323071031,19 BANKS STREET,19,BANKS STREET,,,,WALTHAM,308,02451,ACTIVE
323071032,20 BANKS STREET,20,BANKS STREET,,,,WALTHAM,308,02451,ACTIVE
323071044,40 BANKS STREET,40,BANKS STREET,,,,WALTHAM,308,02451,ACTIVE
323071048,47 BANKS STREET,47,BANKS STREET,,,,WALTHAM,308,02451,ACTIVE
323071050,14 BARBARA ROAD,14,BARBARA ROAD,,,,WALTHAM,308,02453,ACTIVE
323071919,185 BISHOPS FOREST DRIVE,185,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071923,189 BISHOPS FOREST DRIVE,189,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071925,191 BISHOPS FOREST DRIVE,191,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071934,200 BISHOPS FOREST DRIVE,200,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071939,205 BISHOPS FOREST DRIVE,205,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323071948,214 BISHOPS FOREST DRIVE,214,BISHOPS FOREST DRIVE,,BISHOPS FOREST,,WALTHAM,308,02452,LINKED
323072842,54 CABOT STREET,54,CABOT STREET,,,,WALTHAM,308,02453,ACTIVE
323072852,89 CABOT STREET,89,CABOT STREET,,,,WALTHAM,308,02453,ACTIVE
323072865,45 CALDWELL ROAD,45,CALDWELL ROAD,,,,WALTHAM,308,02453,ACTIVE
323072874,4 CALVARY STREET,4,CALVARY STREET,,,,WALTHAM,308,02453,LINKED
323072878,6 CALVARY STREET,6,CALVARY STREET,,,,WALTHAM,308,02453,LINKED
323072882,11 CALVARY STREET,11,CALVARY STREET,,,,WALTHAM,308,02453,ACTIVE
323072894,25-33 CALVARY STREET,25-33,CALVARY STREET,,,,WALTHAM,308,02453,LINKED
323072895,27 CALVARY STREET,27,CALVARY STREET,,,,WALTHAM,308,02453,LINKED
323072898,29 CALVARY STREET,29,CALVARY STREET,,,,WALTHAM,308,02453,LINKED
323073774,36 CHERRY STREET,36,CHERRY STREET,,,,WALTHAM,308,02453,ACTIVE
323073801,83-85 CHERRY STREET,83-85,CHERRY STREET,,,,WALTHAM,308,02453,ACTIVE
323073812,93 CHERRY STREET,93,CHERRY STREET,,,,WALTHAM,308,02453,ACTIVE
323073816,19 CHERYL LANE,19,CHERYL LANE,,,,WALTHAM,308,02451,ACTIVE
323070029,25 ADAMS STREET,25,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070039,33 ADAMS STREET,33,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070042,46-48 ADAMS STREET,46-48,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070046,48 ADAMS STREET,48,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070062,74 ADAMS STREET,74,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070064,78 ADAMS STREET,78,ADAMS STREET,,,,WALTHAM,308,02453,LINKED
323070065,79 ADAMS STREET,79,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070071,89 ADAMS STREET,89,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070079,121 ADAMS STREET,121,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323070080,122-124 ADAMS STREET,122-124,ADAMS STREET,,,,WALTHAM,308,02453,ACTIVE
323078318,58 HELEN STREET,58,HELEN STREET,,,,WALTHAM,308,02452,ACTIVE
323078320,65 HELEN STREET,65,HELEN STREET,,,,WALTHAM,308,02452,ACTIVE
323078322,5 HEMLOCK TERRACE,5,HEMLOCK TERRACE,,,,WALTHAM,308,02452,ACTIVE
323078323,6 HEMLOCK TERRACE,6,HEMLOCK TERRACE,,,,WALTHAM,308,02452,ACTIVE
323078330,9 HERSUM WAY,9,HERSUM WAY,,,,WALTHAM,308,02451,ACTIVE
323078332,17 HERSUM WAY,17,HERSUM WAY,,,,WALTHAM,308,02451,ACTIVE
323078334,23 HERSUM WAY,23,HERSUM WAY,,,,WALTHAM,308,02451,ACTIVE
323078341,20 HIAWATHA AVENUE,20,HIAWATHA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323078342,28 HIAWATHA AVENUE,28,HIAWATHA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323078350,48 HIAWATHA AVENUE,48,HIAWATHA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323079307,66 LAFAYETTE STREET,66,LAFAYETTE STREET,,,,WALTHAM,308,02453,ACTIVE
323079332,22 LAKE STREET,22,LAKE STREET,,,,WALTHAM,308,02451,ACTIVE
323079339,51R LAKE STREET,51R,LAKE STREET,,,,WALTHAM,308,02451,ACTIVE
323079346,65-67 LAKE STREET,65-67,LAKE STREET,,,,WALTHAM,308,02451,ACTIVE
323079363,107 LAKE STREET,107,LAKE STREET,,,,WALTHAM,308,02451,ACTIVE
323080273,110 LINCOLN WOODS ROAD,110,LINCOLN WOODS ROAD,,,,WALTHAM,308,02451,ACTIVE
323080276,121 LINCOLN WOODS ROAD,121,LINCOLN WOODS ROAD,,,,WALTHAM,308,02451,UNASSIGNED
323080281,17 LINDEN CIRCLE,17,LINDEN CIRCLE,,,,WALTHAM,308,02452,ACTIVE
323080292,39 LINDEN PARK DRIVE,39,LINDEN PARK DRIVE,,,,WALTHAM,308,02452,ACTIVE
323080296,49 LINDEN PARK DRIVE,49,LINDEN PARK DRIVE,,,,WALTHAM,308,02452,ACTIVE
323080299,38 LINDEN STREET,38,LINDEN STREET,,,,WALTHAM,308,02452,ACTIVE
323080304,53 LINDEN STREET,53,LINDEN STREET,,,,WALTHAM,308,02452,ACTIVE
323080305,74-88 LINDEN STREET,74-88,LINDEN STREET,,,,WALTHAM,308,02452,ACTIVE
323080319,131R LINDEN STREET,131R,LINDEN STREET,,,,WALTHAM,308,02452,UNASSIGNED
323081283,96 MALLARD WAY,96,MALLARD WAY,,,,WALTHAM,308,02452,ACTIVE
323081292,141 MALLARD WAY,141,MALLARD WAY,,,,WALTHAM,308,02452,ACTIVE
323081303,182 MALLARD WAY,182,MALLARD WAY,,,,WALTHAM,308,02452,ACTIVE
323081314,14 MALVERN STREET,14,MALVERN STREET,,,,WALTHAM,308,02451,ACTIVE
323081321,27 MALVERN STREET,27,MALVERN STREET,,,,WALTHAM,308,02451,ACTIVE
323081328,42 MALVERN STREET,42,MALVERN STREET,,,,WALTHAM,308,02451,ACTIVE
323081331,8 MANNING ROAD,8,MANNING ROAD,,,,WALTHAM,308,02452,ACTIVE
323082279,457-467 MOODY STREET,457-467,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323082280,458 MOODY STREET,458,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323082282,459 MOODY STREET,459,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323082308,541 MOODY STREET,541,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323082319,561-575 MOODY STREET,561-575,MOODY STREET,,,,WALTHAM,308,02453,LINKED
323082324,569 MOODY STREET,569,MOODY STREET,,,,WALTHAM,308,02453,LINKED
323082332,584 MOODY STREET,584,MOODY STREET,,,,WALTHAM,308,02453,LINKED
323082333,585 MOODY STREET,585,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323083285,102 ORANGE STREET,102,ORANGE STREET,,,,WALTHAM,308,02453,ACTIVE
323083286,3 ORCHARD AVENUE,3,ORCHARD AVENUE,,,,WALTHAM,308,02452,LINKED
323083287,5 ORCHARD AVENUE,5,ORCHARD AVENUE,,,,WALTHAM,308,02452,LINKED
323083292,18 ORCHARD AVENUE,18,ORCHARD AVENUE,,,,WALTHAM,308,02452,ACTIVE
323083295,20 ORCHARD AVENUE,20,ORCHARD AVENUE,,,,WALTHAM,308,02452,LINKED
323083298,24 ORCHARD AVENUE,24,ORCHARD AVENUE,,,,WALTHAM,308,02452,ACTIVE
323083299,24-26 ORCHARD AVENUE,24-26,ORCHARD AVENUE,,,,WALTHAM,308,02452,ACTIVE
323083300,26 ORCHARD AVENUE,26,ORCHARD AVENUE,,,,WALTHAM,308,02452,ACTIVE
323083327,104-110 OVERLAND ROAD,104-110,OVERLAND ROAD,,,,WALTHAM,308,02451,ACTIVE
323083339,118 OVERLAND ROAD,118,OVERLAND ROAD,,,,WALTHAM,308,02451,LINKED
323084276,53-55 PROSPECT STREET,53-55,PROSPECT STREET,,,,WALTHAM,308,02453,ACTIVE
