OBJECTID,ADDRESS,ADDR_NUM,STREETNAME,REL_LOC,SITE_NAME,BUILDING,TOWN,TOWN_ID,ZIPCODE,STATUS
323081495,113 MARIVISTA AVENUE,113,MARIVISTA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323081525,34 MARLBOROUGH ROAD,34,MARLBOROUGH ROAD,,,,WALTHAM,308,02452,ACTIVE
323081527,39 MARLBOROUGH ROAD,39,MARLBOROUGH ROAD,,,,WALTHAM,308,02452,ACTIVE
323082464,946R MOODY STREET,946R,MOODY STREET,,,,WALTHAM,308,02453,UNASSIGNED
323082466,9 MOORE STREET,9,MOORE STREET,,,,WALTHAM,308,02453,ACTIVE
323082478,47 MOORE STREET,47,MOORE STREET,,,,WALTHAM,308,02453,LINKED
323082481,15 MORRIS STREET,15,MORRIS STREET,,,,WALTHAM,308,02453,ACTIVE
323082491,24 MORTON STREET,24,MORTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082493,26 MORTON STREET,26,MORTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082497,41-43 MORTON STREET,41-43,MORTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082514,74 MORTON STREET,74,MORTON STREET,,,,WALTHAM,308,02453,ACTIVE
323083483,68-70 PARMENTER ROAD,68-70,PARMENTER ROAD,,,,WALTHAM,308,02453,ACTIVE
323083496,90 PARMENTER ROAD,90,PARMENTER ROAD,,,,WALTHAM,308,02453,ACTIVE
323083509,157 PARSONS AVENUE,157,PARSONS AVENUE,,,,WALTHAM,308,02453,ACTIVE
323083515,19 PARTRIDGE CIRCLE,19,PARTRIDGE CIRCLE,,,,WALTHAM,308,02451,ACTIVE
323083522,14 PEARL STREET,14,PEARL STREET,,,,WALTHAM,308,02453,ACTIVE
323083526,17 PEARL STREET,17,PEARL STREET,,,,WALTHAM,308,02453,ACTIVE
323083529,19 PEARL STREET,19,PEARL STREET,,,,WALTHAM,308,02453,ACTIVE
323084448,5 RANGELY ROAD,5,RANGELY ROAD,,,,WALTHAM,308,02453,ACTIVE
323084449,16 RANGELY ROAD,16,RANGELY ROAD,,,,WALTHAM,308,02453,ACTIVE
323084464,56 RAVENSWOOD ROAD,56,RAVENSWOOD ROAD,,,,WALTHAM,308,02453,ACTIVE
323084494,160 RAVENSWOOD ROAD,160,RAVENSWOOD ROAD,,,,WALTHAM,308,02453,ACTIVE
323084496,164 RAVENSWOOD ROAD,164,RAVENSWOOD ROAD,,,,WALTHAM,308,02453,ACTIVE
323084498,173 RAVENSWOOD ROAD,173,RAVENSWOOD ROAD,,,,WALTHAM,308,02453,ACTIVE
323085440,105-111 RUSSELL STREET,105-111,RUSSELL STREET,,,,WALTHAM,308,02453,ACTIVE
323085442,109 RUSSELL STREET,109,RUSSELL STREET,,,,WALTHAM,308,02453,LINKED
323085461,131 RUSSELL STREET,131,RUSSELL STREET,,,,WALTHAM,308,02453,LINKED
323085467,136-138 RUSSELL STREET,136-138,RUSSELL STREET,,,,WALTHAM,308,02453,ACTIVE
323085477,148 RUSSELL STREET,148,RUSSELL STREET,,,,WALTHAM,308,02453,ACTIVE
323085480,152 RUSSELL STREET,152,RUSSELL STREET,,,,WALTHAM,308,02453,ACTIVE
323086370,646 SOUTH STREET,646,SOUTH STREET,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323086376,657 SOUTH STREET,657,SOUTH STREET,,,,WALTHAM,308,02453,UNASSIGNED
323086390,696 SOUTH STREET,696,SOUTH STREET,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323086394,713 SOUTH STREET,713,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086397,731 SOUTH STREET,731,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086419,36 SPARKILL STREET,36,SPARKILL STREET,,,,WALTHAM,308,02452,ACTIVE
323086420,39 SPARKILL STREET,39,SPARKILL STREET,,,,WALTHAM,308,02452,ACTIVE
323087115,5613 STEARNS HILL ROAD,5613,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087119,5702 STEARNS HILL ROAD,5702,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087121,5704 STEARNS HILL ROAD,5704,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087126,5709 STEARNS HILL ROAD,5709,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087132,5803 STEARNS HILL ROAD,5803,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087133,5804 STEARNS HILL ROAD,5804,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087141,5901 STEARNS HILL ROAD,5901,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087142,5902 STEARNS HILL ROAD,5902,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087147,6001 STEARNS HILL ROAD,6001,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087152,6006 STEARNS HILL ROAD,6006,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087157,6105 STEARNS HILL ROAD,6105,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323088078,770 TRAPELO ROAD,770,TRAPELO ROAD,,,,WALTHAM,308,02452,ACTIVE
323088092,857 TRAPELO ROAD,857,TRAPELO ROAD,,,,WALTHAM,308,02452,UNASSIGNED
323088093,860 TRAPELO ROAD,860,TRAPELO ROAD,,,,WALTHAM,308,02452,UNASSIGNED
323088101,957 TRAPELO ROAD,957,TRAPELO ROAD,,,,WALTHAM,308,02452,ACTIVE
323088104,965 TRAPELO ROAD,965,TRAPELO ROAD,,,,WALTHAM,308,02452,ACTIVE
323088117,1054 TRAPELO ROAD,1054,TRAPELO ROAD,,,,WALTHAM,308,02451,ACTIVE
323088118,1060 TRAPELO ROAD,1060,TRAPELO ROAD,,,,WALTHAM,308,02451,ACTIVE
323089079,19 WATER STREET,19,WATER STREET,,,,WALTHAM,308,02453,LINKED
323089106,374-376 WAVERLEY OAKS ROAD,374-376,WAVERLEY OAKS ROAD,,,,WALTHAM,308,02452,ACTIVE
323089107,374 WAVERLEY OAKS ROAD,374,WAVERLEY OAKS ROAD,,,,WALTHAM,308,02452,ACTIVE
323089114,411 WAVERLEY OAKS ROAD,411,WAVERLEY OAKS ROAD,,,,WALTHAM,308,02452,UNLINKED
323074470,86 COLBURN STREET,86,COLBURN STREET,,,,WALTHAM,308,02453,ACTIVE
323074474,20 COLLEGE FARM ROAD,20,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,LINKED
323074483,37 COLLEGE FARM ROAD,37,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323074490,62 COLLEGE FARM ROAD,62,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323074491,71 COLLEGE FARM ROAD,71,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323074496,95 COLLEGE FARM ROAD,95,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323074513,135 COLLEGE FARM ROAD,135,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323074515,140 COLLEGE FARM ROAD,140,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323075443,42 DEXTER STREET,42,DEXTER STREET,,,,WALTHAM,308,02453,LINKED
323075447,45 DEXTER STREET,45,DEXTER STREET,,,,WALTHAM,308,02453,ACTIVE
323075469,23 DIX STREET,23,DIX STREET,,,,WALTHAM,308,02453,ACTIVE
323075497,60 DIX STREET,60,DIX STREET,,,,WALTHAM,308,02453,ACTIVE
323075499,61-63 DIX STREET,61-63,DIX STREET,,,,WALTHAM,308,02453,ACTIVE
323075506,69-71 DIX STREET,69-71,DIX STREET,,,,WALTHAM,308,02453,LINKED
323076491,8B FLOOD STREET,8B,FLOOD STREET,,,,WALTHAM,308,02453,LINKED
323076494,10B FLOOD STREET,10B,FLOOD STREET,,,,WALTHAM,308,02453,LINKED
323076495,10C FLOOD STREET,10C,FLOOD STREET,,,,WALTHAM,308,02453,LINKED
323076500,17 FLOOD STREET,17,FLOOD STREET,,,,WALTHAM,308,02453,ACTIVE
323076502,21 FLOOD STREET,21,FLOOD STREET,,,,WALTHAM,308,02453,ACTIVE
323076512,3 FLORENCE ROAD,3,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076526,31 FLORENCE ROAD,31,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076531,50 FLORENCE ROAD,50,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076537,62 FLORENCE ROAD,62,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323077486,92 GREGORY STREET,92,GREGORY STREET,,,,WALTHAM,308,02451,ACTIVE
323077489,105 GREGORY STREET,105,GREGORY STREET,,,,WALTHAM,308,02451,ACTIVE
323077502,32 GROSVENOR ROAD,32,GROSVENOR ROAD,,,,WALTHAM,308,02453,ACTIVE
323077507,18 GROVE ROAD,18,GROVE ROAD,,,,WALTHAM,308,02451,ACTIVE
323077525,65 GROVE STREET,65,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323077526,69 GROVE STREET,69,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323077528,71 GROVE STREET,71,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323077541,143 GROVE STREET,143,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323078572,45 HIGHLAND STREET,45,HIGHLAND STREET,,,,WALTHAM,308,02453,ACTIVE
323078576,51 HIGHLAND STREET,51,HIGHLAND STREET,,,,WALTHAM,308,02453,ACTIVE
323078593,28 HILL ROAD,28,HILL ROAD,,,,WALTHAM,308,02451,ACTIVE
323078604,33 HILLCREST ROAD,33,HILLCREST ROAD,,,,WALTHAM,308,02451,ACTIVE
323078611,48 HILLCREST ROAD,48,HILLCREST ROAD,,,,WALTHAM,308,02451,UNASSIGNED
323078612,52 HILLCREST ROAD,52,HILLCREST ROAD,,,,WALTHAM,308,02451,ACTIVE
323078613,55 HILLCREST ROAD,55,HILLCREST ROAD,,,,WALTHAM,308,02451,ACTIVE
323078614,56 HILLCREST ROAD,56,HILLCREST ROAD,,,,WALTHAM,308,02451,ACTIVE
323079561,93 LAKEVIEW TERRACE,93,LAKEVIEW TERRACE,,,,WALTHAM,308,02451,ACTIVE
323079594,67 LAURICELLA LANE,67,LAURICELLA LANE,,,,WALTHAM,308,02452,ACTIVE
323079599,81 LAURICELLA LANE,81,LAURICELLA LANE,,,,WALTHAM,308,02452,ACTIVE
323080522,67 LOWELL STREET,67,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080523,67-69 LOWELL STREET,67-69,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080531,86 LOWELL STREET,86,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080533,92 LOWELL STREET,92,LOWELL STREET,,,,WALTHAM,308,02453,LINKED
323080536,111 LOWELL STREET,111,LOWELL STREET,,,,WALTHAM,308,02453,LINKED
323080537,113 LOWELL STREET,113,LOWELL STREET,,,,WALTHAM,308,02453,LINKED
323080539,118 LOWELL STREET,118,LOWELL STREET,,,,WALTHAM,308,02453,LINKED
323080542,136 LOWELL STREET,136,LOWELL STREET,,,,WALTHAM,308,02453,LINKED
323080547,141 LOWELL STREET,141,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080549,143 LOWELL STREET,143,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080555,156 LOWELL STREET,156,LOWELL STREET,,,,WALTHAM,308,02453,INACTIVE
323080561,162 LOWELL STREET,162,LOWELL STREET,,,,WALTHAM,308,02453,LINKED
323081533,53 MARLBOROUGH ROAD,53,MARLBOROUGH ROAD,,,,WALTHAM,308,02452,ACTIVE
323081541,76 MARLBOROUGH ROAD,76,MARLBOROUGH ROAD,,,,WALTHAM,308,02452,ACTIVE
323081550,98 MARLBOROUGH ROAD,98,MARLBOROUGH ROAD,,,,WALTHAM,308,02452,ACTIVE
323081573,28 MARLTON ROAD,28,MARLTON ROAD,,,,WALTHAM,308,02453,ACTIVE
323081575,34 MARLTON ROAD,34,MARLTON ROAD,,,,WALTHAM,308,02453,ACTIVE
323082531,4 MOUNT IDA TERRACE,4,MOUNT IDA TERRACE,,,,WALTHAM,308,02451,ACTIVE
323082532,9 MOUNT IDA TERRACE,9,MOUNT IDA TERRACE,,,,WALTHAM,308,02451,ACTIVE
323082533,10 MOUNT IDA TERRACE,10,MOUNT IDA TERRACE,,,,WALTHAM,308,02451,ACTIVE
323082561,3 MOUNT VERNON AVENUE,3,MOUNT VERNON AVENUE,,,,WALTHAM,308,02451,ACTIVE
323083541,21 PEIRCE STREET,21,PEIRCE STREET,,,,WALTHAM,308,02453,ACTIVE
323083546,40 PEIRCE STREET,40,PEIRCE STREET,,,,WALTHAM,308,02453,ACTIVE
323083553,22 PELHAM ROAD,22,PELHAM ROAD,,,,WALTHAM,308,02453,ACTIVE
323083567,7 PHILLIPS CIRCLE,7,PHILLIPS CIRCLE,,,,WALTHAM,308,02452,ACTIVE
323083573,31 PHILLIPS CIRCLE,31,PHILLIPS CIRCLE,,,,WALTHAM,308,02452,ACTIVE
323083581,71 PHILLIPS CIRCLE,71,PHILLIPS CIRCLE,,,,WALTHAM,308,02452,ACTIVE
323083585,94 PHILLIPS CIRCLE,94,PHILLIPS CIRCLE,,,,WALTHAM,308,02452,ACTIVE
323083587,16 PIEDMONT AVENUE,16,PIEDMONT AVENUE,,,,WALTHAM,308,02451,ACTIVE
323083592,30 PIEDMONT AVENUE,30,PIEDMONT AVENUE,,,,WALTHAM,308,02451,ACTIVE
323083593,34 PIEDMONT AVENUE,34,PIEDMONT AVENUE,,,,WALTHAM,308,02451,ACTIVE
323083596,42 PIEDMONT AVENUE,42,PIEDMONT AVENUE,,,,WALTHAM,308,02451,ACTIVE
323084541,8 RICH STREET,8,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084543,11-13 RICH STREET,11-13,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084544,11 RICH STREET,11,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084551,17 RICH STREET,17,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084562,28-34 RICH STREET,28-34,RICH STREET,,,,WALTHAM,308,02451,LINKED
323084569,33 RICH STREET,33,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323085492,15 RUTLEDGE TERRACE,15,RUTLEDGE TERRACE,,,,WALTHAM,308,02452,ACTIVE
323085502,22 SACHEM STREET,22,SACHEM STREET,,,,WALTHAM,308,02451,ACTIVE
323085518,20 SAGAMORE WAY,20,SAGAMORE WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323085522,28 SAGAMORE WAY,28,SAGAMORE WAY,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,LINKED
323086432,25-29 SPRING STREET,25-29,SPRING STREET,,,,WALTHAM,308,02451,LINKED
323086436,35 SPRING STREET,35,SPRING STREET,,,,WALTHAM,308,02451,ACTIVE
323086440,39 SPRING STREET,39,SPRING STREET,,,,WALTHAM,308,02451,ACTIVE
323086453,13 SPRUCE STREET,13,SPRUCE STREET,,,,WALTHAM,308,02453,ACTIVE
323086459,36 SPRUCE STREET,36,SPRUCE STREET,,,,WALTHAM,308,02453,ACTIVE
323086465,11 STANLEY ROAD,11,STANLEY ROAD,,,,WALTHAM,308,02452,ACTIVE
323086468,101 STEARNS HILL ROAD,101,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086475,108 STEARNS HILL ROAD,108,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087167,6115 STEARNS HILL ROAD,6115,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087181,8 STEARNS STREET,8,STEARNS STREET,,,,WALTHAM,308,02453,ACTIVE
323087184,12 STEARNS STREET,12,STEARNS STREET,,,,WALTHAM,308,02453,LINKED
323087205,17 STERLING ROAD,17,STERLING ROAD,,,,WALTHAM,308,02451,ACTIVE
323088136,1118 TRAPELO ROAD,1118,TRAPELO ROAD,,,,WALTHAM,308,02451,ACTIVE
323088184,1296 TRAPELO ROAD,1296,TRAPELO ROAD,,,,WALTHAM,308,02451,ACTIVE
323089116,412 WAVERLEY OAKS ROAD,412,WAVERLEY OAKS ROAD,,,,WALTHAM,308,02452,ACTIVE
323089123,431 WAVERLEY OAKS ROAD,431,WAVERLEY OAKS ROAD,,,,WALTHAM,308,02452,ACTIVE
323089136,530 WAVERLEY OAKS ROAD,530,WAVERLEY OAKS ROAD,,,,WALTHAM,308,02452,ACTIVE
323089141,558 WAVERLEY OAKS ROAD,558,WAVERLEY OAKS ROAD,,,,WALTHAM,308,02452,ACTIVE
323089143,10-12 WAVERLEY STREET,10-12,WAVERLEY STREET,,,,WALTHAM,308,02453,ACTIVE
323074525,178 COLLEGE FARM ROAD,178,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323074562,296 COLLEGE FARM ROAD,296,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323074565,301 COLLEGE FARM ROAD,301,COLLEGE FARM ROAD,,,,WALTHAM,308,02451,ACTIVE
323075510,8 DOBBINS STREET,8,DOBBINS STREET,,,,WALTHAM,308,02451,ACTIVE
323075533,88 DOBBINS STREET,88,DOBBINS STREET,,,,WALTHAM,308,02451,ACTIVE
323075539,112 DOBBINS STREET,112,DOBBINS STREET,,,,WALTHAM,308,02451,ACTIVE
323075543,2 DOLORES AVENUE,2,DOLORES AVENUE,,,,WALTHAM,308,02452,LINKED
323075550,12 DORCHESTER STREET,12,DORCHESTER STREET,,,,WALTHAM,308,02453,ACTIVE
323075551,18 DORCHESTER STREET,18,DORCHESTER STREET,,,,WALTHAM,308,02453,ACTIVE
323075557,39 DORCHESTER STREET,39,DORCHESTER STREET,,,,WALTHAM,308,02453,UNASSIGNED
323075564,23 DOTY STREET,23,DOTY STREET,,,,WALTHAM,308,02452,ACTIVE
323075565,24 DOTY STREET,24,DOTY STREET,,,,WALTHAM,308,02452,ACTIVE
323075568,38 DOTY STREET,38,DOTY STREET,,,,WALTHAM,308,02452,ACTIVE
323075570,45 DOTY STREET,45,DOTY STREET,,,,WALTHAM,308,02452,ACTIVE
323076539,66 FLORENCE ROAD,66,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076541,71 FLORENCE ROAD,71,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076544,78 FLORENCE ROAD,78,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076547,86 FLORENCE ROAD,86,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076550,111 FLORENCE ROAD,111,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076562,138 FLORENCE ROAD,138,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076571,159 FLORENCE ROAD,159,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076573,164 FLORENCE ROAD,164,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076578,179 FLORENCE ROAD,179,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076583,191 FLORENCE ROAD,191,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076584,195 FLORENCE ROAD,195,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323076588,215 FLORENCE ROAD,215,FLORENCE ROAD,,,,WALTHAM,308,02453,ACTIVE
323077557,166 GROVE STREET,166,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323077566,195 GROVE STREET,195,GROVE STREET,,,,WALTHAM,308,02453,LINKED
323077571,209 GROVE STREET,209,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323077576,220 GROVE STREET,220,GROVE STREET,,,,WALTHAM,308,02453,LINKED
323077580,225 GROVE STREET,225,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323077581,227 GROVE STREET,227,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323077593,260 GROVE STREET,260,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323077599,293 GROVE STREET,293,GROVE STREET,,,,WALTHAM,308,02453,ACTIVE
323078620,68 HILLCREST ROAD,68,HILLCREST ROAD,,,,WALTHAM,308,02451,ACTIVE
323078629,100 HILLCREST ROAD,100,HILLCREST ROAD,,,,WALTHAM,308,02451,ACTIVE
323078645,132 HILLCREST ROAD,132,HILLCREST ROAD,,,,WALTHAM,308,02451,ACTIVE
323078665,60 HILLCREST STREET,60,HILLCREST STREET,,,,WALTHAM,308,02451,ACTIVE
323078678,81 HILLCREST STREET,81,HILLCREST STREET,,,,WALTHAM,308,02451,ACTIVE
323079624,16 LAWRENCE STREET,16,LAWRENCE STREET,,,,WALTHAM,308,02451,ACTIVE
323079637,41 LAWRENCE STREET,41,LAWRENCE STREET,,,,WALTHAM,308,02451,ACTIVE
323079648,67 LAWRENCE STREET,67,LAWRENCE STREET,,,,WALTHAM,308,02451,ACTIVE
323079653,1 LAWTON PLACE,1,LAWTON PLACE,,,,WALTHAM,308,02453,ACTIVE
323079658,5-7 LAWTON PLACE,5-7,LAWTON PLACE,,,,WALTHAM,308,02453,ACTIVE
323079669,18 LAWTON PLACE,18,LAWTON PLACE,,,,WALTHAM,308,02453,ACTIVE
323079672,24 LAWTON PLACE,24,LAWTON PLACE,,,,WALTHAM,308,02453,ACTIVE
323079678,14 LEBLANC LANE,14,LEBLANC LANE,,,,WALTHAM,308,02452,ACTIVE
323080567,189 LOWELL STREET,189,LOWELL STREET,,,,WALTHAM,308,02453,LINKED
323080569,197 LOWELL STREET,197,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080573,203-205 LOWELL STREET,203-205,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080574,203 LOWELL STREET,203,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080576,206 LOWELL STREET,206,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080580,217 LOWELL STREET,217,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080585,220-222 LOWELL STREET,220-222,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080587,222 LOWELL STREET,222,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080603,262 LOWELL STREET,262,LOWELL STREET,,,,WALTHAM,308,02453,ACTIVE
323080615,47 LUNDA STREET,47,LUNDA STREET,,,,WALTHAM,308,02451,ACTIVE
323080628,20 LURA LANE,20,LURA LANE,,,,WALTHAM,308,02451,ACTIVE
323080629,23 LURA LANE,23,LURA LANE,,,,WALTHAM,308,02451,ACTIVE
323081599,92 MASSASOIT STREET,92,MASSASOIT STREET,,,,WALTHAM,308,02453,ACTIVE
323081601,95 MASSASOIT STREET,95,MASSASOIT STREET,,,,WALTHAM,308,02453,ACTIVE
323081613,124-126 MASSASOIT STREET,124-126,MASSASOIT STREET,,,,WALTHAM,308,02453,ACTIVE
323081622,138 MASSASOIT STREET,138,MASSASOIT STREET,,,,WALTHAM,308,02453,LINKED
323081623,142 MASSASOIT STREET,142,MASSASOIT STREET,,,,WALTHAM,308,02453,ACTIVE
323081632,41 MATTHEW LANE,41,MATTHEW LANE,,,,WALTHAM,308,02452,ACTIVE
323081634,50 MATTHEW LANE,50,MATTHEW LANE,,,,WALTHAM,308,02452,ACTIVE
323081637,56 MATTHEW LANE,56,MATTHEW LANE,,,,WALTHAM,308,02452,ACTIVE
323081638,57 MATTHEW LANE,57,MATTHEW LANE,,,,WALTHAM,308,02452,ACTIVE
323081643,7 MAYALL ROAD,7,MAYALL ROAD,,,,WALTHAM,308,02453,ACTIVE
323081646,13 MAYALL ROAD,13,MAYALL ROAD,,,,WALTHAM,308,02453,ACTIVE
323082587,12 MOUNTAIN ROAD,12,MOUNTAIN ROAD,,,,WALTHAM,308,02451,ACTIVE
323082622,19 MURRAY STREET,19,MURRAY STREET,,,,WALTHAM,308,02451,ACTIVE
323082629,30 MURRAY STREET,30,MURRAY STREET,,,,WALTHAM,308,02451,ACTIVE
323082630,31 MURRAY STREET,31,MURRAY STREET,,,,WALTHAM,308,02451,ACTIVE
323082639,8 MUSIC HALL AVENUE,8,MUSIC HALL AVENUE,,,,WALTHAM,308,02453,UNASSIGNED
323083597,44 PIEDMONT AVENUE,44,PIEDMONT AVENUE,,,,WALTHAM,308,02451,ACTIVE
323083615,15 PIGEON LANE,15,PIGEON LANE,,,,WALTHAM,308,02452,ACTIVE
323083616,20 PIGEON LANE,20,PIGEON LANE,,,,WALTHAM,308,02452,ACTIVE
323083617,21 PIGEON LANE,21,PIGEON LANE,,,,WALTHAM,308,02452,ACTIVE
323083627,76 PIGEON LANE,76,PIGEON LANE,,,,WALTHAM,308,02452,ACTIVE
323083639,156 PIGEON LANE,156,PIGEON LANE,,,,WALTHAM,308,02452,ACTIVE
323083643,174 PIGEON LANE,174,PIGEON LANE,,,,WALTHAM,308,02452,ACTIVE
323084580,47 RICH STREET,47,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084589,53-55 RICH STREET,53-55,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084590,53 RICH STREET,53,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084609,76-78 RICH STREET,76-78,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084612,78 RICH STREET,78,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084618,85-87 RICH STREET,85-87,RICH STREET,,,,WALTHAM,308,02451,ACTIVE
323084628,48 RICHGRAIN AVENUE,48,RICHGRAIN AVENUE,,,,WALTHAM,308,02453,ACTIVE
323084632,63 RICHGRAIN AVENUE,63,RICHGRAIN AVENUE,,,,WALTHAM,308,02453,ACTIVE
323085548,32 SARTELL ROAD,32,SARTELL ROAD,,,,WALTHAM,308,02451,ACTIVE
323085552,50 SARTELL ROAD,50,SARTELL ROAD,,,,WALTHAM,308,02451,ACTIVE
323085578,26-30 SCHOOL AVENUE,26-30,SCHOOL AVENUE,,,,WALTHAM,308,02453,LINKED
323085585,34 SCHOOL AVENUE,34,SCHOOL AVENUE,,,,WALTHAM,308,02453,ACTIVE
323086498,304 STEARNS HILL ROAD,304,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086502,308 STEARNS HILL ROAD,308,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086508,402 STEARNS HILL ROAD,402,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086514,408 STEARNS HILL ROAD,408,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086516,410 STEARNS HILL ROAD,410,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086525,504 STEARNS HILL ROAD,504,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087228,43-45 STERLING ROAD,43-45,STERLING ROAD,,,,WALTHAM,308,02451,ACTIVE
323087245,85 STONE ROAD,85,STONE ROAD,,,,WALTHAM,308,02453,ACTIVE
